Measure ID,Measure Name,Value Set Name,Value Set OID
EDU,Emergency Department Utilization,Psychiatry,2.16.840.1.113883.3.464.1004.1272
EED,Eye Exam for Patients With Diabetes,Advanced Illness,2.16.840.1.113883.3.464.1004.1465
EED,Eye Exam for Patients With Diabetes,American Indian or Alaska Native Detailed Race,2.16.840.1.113883.3.464.1004.2365
EED,Eye Exam for Patients With Diabetes,Asian Detailed Race,2.16.840.1.113883.3.464.1004.2366
EED,Eye Exam for Patients With Diabetes,Autonomous Eye Exam Result or Finding,2.16.840.1.113883.3.464.1004.2616
EED,Eye Exam for Patients With Diabetes,Black or African American Detailed Race,2.16.840.1.113883.3.464.1004.2367
EED,Eye Exam for Patients With Diabetes,CPT CAT II Modifier,2.16.840.1.113883.3.464.1004.1464
EED,Eye Exam for Patients With Diabetes,Diabetes,2.16.840.1.113883.3.464.1004.1077
EED,Eye Exam for Patients With Diabetes,Diabetes Mellitus Without Complications,2.16.840.1.113883.3.464.1004.1407
EED,Eye Exam for Patients With Diabetes,Diabetic Retinopathy Severity Level,2.16.840.1.113883.3.464.1004.2555
EED,Eye Exam for Patients With Diabetes,Eye Exam With Evidence of Retinopathy,2.16.840.1.113883.3.464.1004.2229
EED,Eye Exam for Patients With Diabetes,Eye Exam Without Evidence of Retinopathy,2.16.840.1.113883.3.464.1004.2230
EED,Eye Exam for Patients With Diabetes,Frailty Device,2.16.840.1.113883.3.464.1004.1530
EED,Eye Exam for Patients With Diabetes,Frailty Diagnosis,2.16.840.1.113883.3.464.1004.1531
EED,Eye Exam for Patients With Diabetes,Frailty Encounter,2.16.840.1.113883.3.464.1004.1532
EED,Eye Exam for Patients With Diabetes,Frailty Symptom,2.16.840.1.113883.3.464.1004.1533
EED,Eye Exam for Patients With Diabetes,Hispanic or Latino Detailed Ethnicity,2.16.840.1.113883.3.464.1004.2368
EED,Eye Exam for Patients With Diabetes,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
EED,Eye Exam for Patients With Diabetes,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
EED,Eye Exam for Patients With Diabetes,Native Hawaiian or Other Pacific Islander Detailed Race,2.16.840.1.113883.3.464.1004.2369
EED,Eye Exam for Patients With Diabetes,Palliative Care Assessment,2.16.840.1.113883.3.464.1004.2225
EED,Eye Exam for Patients With Diabetes,Palliative Care Encounter,2.16.840.1.113883.3.464.1004.1450
EED,Eye Exam for Patients With Diabetes,Palliative Care Intervention,2.16.840.1.113883.3.464.1004.2224
EED,Eye Exam for Patients With Diabetes,Retinal Eye Exams,2.16.840.1.113883.3.464.1004.2550
EED,Eye Exam for Patients With Diabetes,Retinal Imaging,2.16.840.1.113883.3.464.1004.2584
EED,Eye Exam for Patients With Diabetes,Unilateral Eye Enucleation,2.16.840.1.113883.3.464.1004.1454
EED,Eye Exam for Patients With Diabetes,White Detailed Race,2.16.840.1.113883.3.464.1004.2370
FMA-E,Follow-Up After Abnormal Mammogram Assessment,Breast Biopsy,2.16.840.1.113883.3.464.1004.2505
FMA-E,Follow-Up After Abnormal Mammogram Assessment,Breast Ultrasound,2.16.840.1.113883.3.464.1004.2533
FMA-E,Follow-Up After Abnormal Mammogram Assessment,High Risk BIRADS,2.16.840.1.113883.3.464.1004.2504
FMA-E,Follow-Up After Abnormal Mammogram Assessment,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
FMA-E,Follow-Up After Abnormal Mammogram Assessment,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
FMA-E,Follow-Up After Abnormal Mammogram Assessment,Inconclusive BIRADS,2.16.840.1.113883.3.464.1004.2602
FMA-E,Follow-Up After Abnormal Mammogram Assessment,Mammography,2.16.840.1.113883.3.464.1004.1168
FMC,Follow-Up After Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,Acute Inpatient,2.16.840.1.113883.3.464.1004.1810
FMC,Follow-Up After Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,Asthma Diagnosis,2.16.840.1.113883.3.464.1004.1358
FMC,Follow-Up After Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,Atrial Fibrillation,2.16.840.1.113883.3.464.1004.1430
FMC,Follow-Up After Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,BH Outpatient,2.16.840.1.113883.3.464.1004.1481
FMC,Follow-Up After Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,Case Management Encounter,2.16.840.1.113883.3.464.1004.1451
FMC,Follow-Up After Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,Chronic Kidney Disease,2.16.840.1.113883.3.464.1004.1431
FMC,Follow-Up After Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,Complex Care Management Services,2.16.840.1.113883.3.464.1004.1452
FMC,Follow-Up After Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,COPD Diagnosis,2.16.840.1.113883.3.464.1004.1360
FMC,Follow-Up After Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,Dementia,2.16.840.1.113883.3.464.1004.1074
FMC,Follow-Up After Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,Dysthymic Disorder,2.16.840.1.113883.3.464.1004.1433
FMC,Follow-Up After Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,ED,2.16.840.1.113883.3.464.1004.1086
FMC,Follow-Up After Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,Electroconvulsive Therapy,2.16.840.1.113883.3.464.1004.1294
FMC,Follow-Up After Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,Frontotemporal Dementia,2.16.840.1.113883.3.464.1004.1263
FMC,Follow-Up After Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,Heart Failure and Cardiomyopathy,2.16.840.1.113883.3.464.1004.1051
FMC,Follow-Up After Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
FMC,Follow-Up After Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
FMC,Follow-Up After Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,Inpatient Stay,2.16.840.1.113883.3.464.1004.1395
FMC,Follow-Up After Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,Major Depression,2.16.840.1.113883.3.464.1004.1166
FMC,Follow-Up After Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,MI,2.16.840.1.113883.3.464.1004.1157
FMC,Follow-Up After Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,Nonacute Inpatient Stay,2.16.840.1.113883.3.464.1004.1398
FMC,Follow-Up After Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,Old Myocardial Infarction,2.16.840.1.113883.3.464.1004.2401
FMC,Follow-Up After Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,Other Stroke Exclusions,2.16.840.1.113883.3.464.1004.1436
FMC,Follow-Up After Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,Outpatient and Telehealth,2.16.840.1.113883.3.464.1004.2466
FMC,Follow-Up After Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,Outpatient POS,2.16.840.1.113883.3.464.1004.1443
FMC,Follow-Up After Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,"Outpatient, ED, Telehealth and Nonacute Inpatient",2.16.840.1.113883.3.464.1004.2472
FMC,Follow-Up After Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,Partial Hospitalization or Intensive Outpatient,2.16.840.1.113883.3.464.1004.1492
FMC,Follow-Up After Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,Stroke,2.16.840.1.113883.3.464.1004.1434
FMC,Follow-Up After Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,Substance Abuse Counseling and Surveillance,2.16.840.1.113883.3.464.1004.2484
FMC,Follow-Up After Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,Substance Use Disorder Services,2.16.840.1.113883.3.464.1004.2205
FMC,Follow-Up After Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,Telehealth POS,2.16.840.1.113883.3.464.1004.1460
FMC,Follow-Up After Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,Transitional Care Management Services,2.16.840.1.113883.3.464.1004.1462
FMC,Follow-Up After Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,Visit Setting Unspecified,2.16.840.1.113883.3.464.1004.1493
FUA,Follow-Up After Emergency Department Visit for Substance Use,American Indian or Alaska Native Detailed Race,2.16.840.1.113883.3.464.1004.2365
FUA,Follow-Up After Emergency Department Visit for Substance Use,AOD Abuse and Dependence,2.16.840.1.113883.3.464.1004.1013
FUA,Follow-Up After Emergency Department Visit for Substance Use,AOD Medication Treatment,2.16.840.1.113883.3.464.1004.2017
FUA,Follow-Up After Emergency Department Visit for Substance Use,Asian Detailed Race,2.16.840.1.113883.3.464.1004.2366
FUA,Follow-Up After Emergency Department Visit for Substance Use,Behavioral Health Assessment,2.16.840.1.113883.3.464.1004.2253
FUA,Follow-Up After Emergency Department Visit for Substance Use,BH Outpatient,2.16.840.1.113883.3.464.1004.1481
FUA,Follow-Up After Emergency Department Visit for Substance Use,Black or African American Detailed Race,2.16.840.1.113883.3.464.1004.2367
FUA,Follow-Up After Emergency Department Visit for Substance Use,ED,2.16.840.1.113883.3.464.1004.1086
FUA,Follow-Up After Emergency Department Visit for Substance Use,Hispanic or Latino Detailed Ethnicity,2.16.840.1.113883.3.464.1004.2368
FUA,Follow-Up After Emergency Department Visit for Substance Use,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
FUA,Follow-Up After Emergency Department Visit for Substance Use,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
FUA,Follow-Up After Emergency Department Visit for Substance Use,Inpatient Stay,2.16.840.1.113883.3.464.1004.1395
FUA,Follow-Up After Emergency Department Visit for Substance Use,Native Hawaiian or Other Pacific Islander Detailed Race,2.16.840.1.113883.3.464.1004.2369
FUA,Follow-Up After Emergency Department Visit for Substance Use,Nonresidential Substance Abuse Treatment Facility POS,2.16.840.1.113883.3.464.1004.1490
FUA,Follow-Up After Emergency Department Visit for Substance Use,Online Assessments,2.16.840.1.113883.3.464.1004.1446
FUA,Follow-Up After Emergency Department Visit for Substance Use,OUD Monthly Office Based Treatment,2.16.840.1.113883.3.464.1004.2220
FUA,Follow-Up After Emergency Department Visit for Substance Use,OUD Weekly Drug Treatment Service,2.16.840.1.113883.3.464.1004.2221
FUA,Follow-Up After Emergency Department Visit for Substance Use,OUD Weekly Non Drug Service,2.16.840.1.113883.3.464.1004.2222
FUA,Follow-Up After Emergency Department Visit for Substance Use,Outpatient POS,2.16.840.1.113883.3.464.1004.1443
FUA,Follow-Up After Emergency Department Visit for Substance Use,Partial Hospitalization or Intensive Outpatient,2.16.840.1.113883.3.464.1004.1492
FUA,Follow-Up After Emergency Department Visit for Substance Use,Peer Support Services,2.16.840.1.113883.3.464.1004.2254
FUA,Follow-Up After Emergency Department Visit for Substance Use,Residential Behavioral Health Treatment,2.16.840.1.113883.3.464.1004.1966
FUA,Follow-Up After Emergency Department Visit for Substance Use,Residential Program Detoxification,2.16.840.1.113883.3.464.1004.2408
FUA,Follow-Up After Emergency Department Visit for Substance Use,Substance Abuse Counseling and Surveillance,2.16.840.1.113883.3.464.1004.2484
FUA,Follow-Up After Emergency Department Visit for Substance Use,Substance Induced Disorders,2.16.840.1.113883.3.464.1004.2244
FUA,Follow-Up After Emergency Department Visit for Substance Use,Substance Use Disorder Services,2.16.840.1.113883.3.464.1004.2205
FUA,Follow-Up After Emergency Department Visit for Substance Use,Substance Use Services,2.16.840.1.113883.3.464.1004.2252
FUA,Follow-Up After Emergency Department Visit for Substance Use,Telehealth POS,2.16.840.1.113883.3.464.1004.1460
FUA,Follow-Up After Emergency Department Visit for Substance Use,Telephone Visits,2.16.840.1.113883.3.464.1004.1246
FUA,Follow-Up After Emergency Department Visit for Substance Use,Unintentional Drug Overdose,2.16.840.1.113883.3.464.1004.2243
FUA,Follow-Up After Emergency Department Visit for Substance Use,Visit Setting Unspecified,2.16.840.1.113883.3.464.1004.1493
FUA,Follow-Up After Emergency Department Visit for Substance Use,White Detailed Race,2.16.840.1.113883.3.464.1004.2370
FUH,Follow-Up After Hospitalization for Mental Illness,American Indian or Alaska Native Detailed Race,2.16.840.1.113883.3.464.1004.2365
FUH,Follow-Up After Hospitalization for Mental Illness,Asian Detailed Race,2.16.840.1.113883.3.464.1004.2366
FUH,Follow-Up After Hospitalization for Mental Illness,Behavioral Healthcare Setting,2.16.840.1.113883.3.464.1004.2214
FUH,Follow-Up After Hospitalization for Mental Illness,BH Outpatient,2.16.840.1.113883.3.464.1004.1481
FUH,Follow-Up After Hospitalization for Mental Illness,Black or African American Detailed Race,2.16.840.1.113883.3.464.1004.2367
FUH,Follow-Up After Hospitalization for Mental Illness,Electroconvulsive Therapy,2.16.840.1.113883.3.464.1004.1294
FUH,Follow-Up After Hospitalization for Mental Illness,Hispanic or Latino Detailed Ethnicity,2.16.840.1.113883.3.464.1004.2368
FUH,Follow-Up After Hospitalization for Mental Illness,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
FUH,Follow-Up After Hospitalization for Mental Illness,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
FUH,Follow-Up After Hospitalization for Mental Illness,Inpatient Stay,2.16.840.1.113883.3.464.1004.1395
FUH,Follow-Up After Hospitalization for Mental Illness,Inpatient Stay Except Psychiatric Residential,2.16.840.1.113883.3.464.1004.2590
FUH,Follow-Up After Hospitalization for Mental Illness,Intentional Self Harm,2.16.840.1.113883.3.464.1004.1468
FUH,Follow-Up After Hospitalization for Mental Illness,Mental Health Diagnosis,2.16.840.1.113883.3.464.1004.1178
FUH,Follow-Up After Hospitalization for Mental Illness,Mental Illness,2.16.840.1.113883.3.464.1004.1179
FUH,Follow-Up After Hospitalization for Mental Illness,Native Hawaiian or Other Pacific Islander Detailed Race,2.16.840.1.113883.3.464.1004.2369
FUH,Follow-Up After Hospitalization for Mental Illness,Nonacute Inpatient Stay,2.16.840.1.113883.3.464.1004.1398
FUH,Follow-Up After Hospitalization for Mental Illness,Outpatient POS,2.16.840.1.113883.3.464.1004.1443
FUH,Follow-Up After Hospitalization for Mental Illness,Partial Hospitalization or Intensive Outpatient,2.16.840.1.113883.3.464.1004.1492
FUH,Follow-Up After Hospitalization for Mental Illness,Peer Support Services,2.16.840.1.113883.3.464.1004.2254
FUH,Follow-Up After Hospitalization for Mental Illness,Psychiatric Collaborative Care Management,2.16.840.1.113883.3.464.1004.2261
FUH,Follow-Up After Hospitalization for Mental Illness,Residential Behavioral Health Treatment,2.16.840.1.113883.3.464.1004.1966
FUH,Follow-Up After Hospitalization for Mental Illness,Telehealth POS,2.16.840.1.113883.3.464.1004.1460
FUH,Follow-Up After Hospitalization for Mental Illness,Telephone Visits,2.16.840.1.113883.3.464.1004.1246
FUH,Follow-Up After Hospitalization for Mental Illness,Transitional Care Management Services,2.16.840.1.113883.3.464.1004.1462
FUH,Follow-Up After Hospitalization for Mental Illness,Visit Setting Unspecified,2.16.840.1.113883.3.464.1004.1493
FUH,Follow-Up After Hospitalization for Mental Illness,White Detailed Race,2.16.840.1.113883.3.464.1004.2370
FUI,Follow-Up After High-Intensity Care for Substance Use Disorder,AOD Abuse and Dependence,2.16.840.1.113883.3.464.1004.1013
FUI,Follow-Up After High-Intensity Care for Substance Use Disorder,AOD Medication Treatment,2.16.840.1.113883.3.464.1004.2017
FUI,Follow-Up After High-Intensity Care for Substance Use Disorder,BH Outpatient,2.16.840.1.113883.3.464.1004.1481
FUI,Follow-Up After High-Intensity Care for Substance Use Disorder,Detoxification,2.16.840.1.113883.3.464.1004.1076
FUI,Follow-Up After High-Intensity Care for Substance Use Disorder,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
FUI,Follow-Up After High-Intensity Care for Substance Use Disorder,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
FUI,Follow-Up After High-Intensity Care for Substance Use Disorder,Inpatient Stay,2.16.840.1.113883.3.464.1004.1395
FUI,Follow-Up After High-Intensity Care for Substance Use Disorder,Nonacute Inpatient Stay Other Than Behavioral Health Accommodations,2.16.840.1.113883.3.464.1004.1809
FUI,Follow-Up After High-Intensity Care for Substance Use Disorder,Nonresidential Substance Abuse Treatment Facility POS,2.16.840.1.113883.3.464.1004.1490
FUI,Follow-Up After High-Intensity Care for Substance Use Disorder,Online Assessments,2.16.840.1.113883.3.464.1004.1446
FUI,Follow-Up After High-Intensity Care for Substance Use Disorder,OUD Monthly Office Based Treatment,2.16.840.1.113883.3.464.1004.2220
FUI,Follow-Up After High-Intensity Care for Substance Use Disorder,OUD Weekly Drug Treatment Service,2.16.840.1.113883.3.464.1004.2221
FUI,Follow-Up After High-Intensity Care for Substance Use Disorder,OUD Weekly Non Drug Service,2.16.840.1.113883.3.464.1004.2222
FUI,Follow-Up After High-Intensity Care for Substance Use Disorder,Outpatient POS,2.16.840.1.113883.3.464.1004.1443
FUI,Follow-Up After High-Intensity Care for Substance Use Disorder,Partial Hospitalization or Intensive Outpatient,2.16.840.1.113883.3.464.1004.1492
FUI,Follow-Up After High-Intensity Care for Substance Use Disorder,Residential Behavioral Health Treatment,2.16.840.1.113883.3.464.1004.1966
FUI,Follow-Up After High-Intensity Care for Substance Use Disorder,Substance Abuse Counseling and Surveillance,2.16.840.1.113883.3.464.1004.2484
FUI,Follow-Up After High-Intensity Care for Substance Use Disorder,Substance Use Disorder Services,2.16.840.1.113883.3.464.1004.2205
FUI,Follow-Up After High-Intensity Care for Substance Use Disorder,Telehealth POS,2.16.840.1.113883.3.464.1004.1460
FUI,Follow-Up After High-Intensity Care for Substance Use Disorder,Telephone Visits,2.16.840.1.113883.3.464.1004.1246
FUI,Follow-Up After High-Intensity Care for Substance Use Disorder,Visit Setting Unspecified,2.16.840.1.113883.3.464.1004.1493
FUM,Follow-Up After Emergency Department Visit for Mental Illness,American Indian or Alaska Native Detailed Race,2.16.840.1.113883.3.464.1004.2365
FUM,Follow-Up After Emergency Department Visit for Mental Illness,Asian Detailed Race,2.16.840.1.113883.3.464.1004.2366
FUM,Follow-Up After Emergency Department Visit for Mental Illness,Behavioral Healthcare Setting,2.16.840.1.113883.3.464.1004.2214
FUM,Follow-Up After Emergency Department Visit for Mental Illness,BH Outpatient,2.16.840.1.113883.3.464.1004.1481
FUM,Follow-Up After Emergency Department Visit for Mental Illness,Black or African American Detailed Race,2.16.840.1.113883.3.464.1004.2367
FUM,Follow-Up After Emergency Department Visit for Mental Illness,ED,2.16.840.1.113883.3.464.1004.1086
FUM,Follow-Up After Emergency Department Visit for Mental Illness,Electroconvulsive Therapy,2.16.840.1.113883.3.464.1004.1294
FUM,Follow-Up After Emergency Department Visit for Mental Illness,Hispanic or Latino Detailed Ethnicity,2.16.840.1.113883.3.464.1004.2368
FUM,Follow-Up After Emergency Department Visit for Mental Illness,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
FUM,Follow-Up After Emergency Department Visit for Mental Illness,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
FUM,Follow-Up After Emergency Department Visit for Mental Illness,Inpatient Stay Except Psychiatric Residential,2.16.840.1.113883.3.464.1004.2590
FUM,Follow-Up After Emergency Department Visit for Mental Illness,Intentional Self Harm,2.16.840.1.113883.3.464.1004.1468
FUM,Follow-Up After Emergency Department Visit for Mental Illness,Mental Health Diagnosis,2.16.840.1.113883.3.464.1004.1178
FUM,Follow-Up After Emergency Department Visit for Mental Illness,Mental Illness,2.16.840.1.113883.3.464.1004.1179
FUM,Follow-Up After Emergency Department Visit for Mental Illness,Native Hawaiian or Other Pacific Islander Detailed Race,2.16.840.1.113883.3.464.1004.2369
FUM,Follow-Up After Emergency Department Visit for Mental Illness,Online Assessments,2.16.840.1.113883.3.464.1004.1446
FUM,Follow-Up After Emergency Department Visit for Mental Illness,Outpatient POS,2.16.840.1.113883.3.464.1004.1443
FUM,Follow-Up After Emergency Department Visit for Mental Illness,Partial Hospitalization or Intensive Outpatient,2.16.840.1.113883.3.464.1004.1492
FUM,Follow-Up After Emergency Department Visit for Mental Illness,Peer Support Services,2.16.840.1.113883.3.464.1004.2254
FUM,Follow-Up After Emergency Department Visit for Mental Illness,Psychiatric Collaborative Care Management,2.16.840.1.113883.3.464.1004.2261
FUM,Follow-Up After Emergency Department Visit for Mental Illness,Residential Behavioral Health Treatment,2.16.840.1.113883.3.464.1004.1966
FUM,Follow-Up After Emergency Department Visit for Mental Illness,Telehealth POS,2.16.840.1.113883.3.464.1004.1460
FUM,Follow-Up After Emergency Department Visit for Mental Illness,Telephone Visits,2.16.840.1.113883.3.464.1004.1246
FUM,Follow-Up After Emergency Department Visit for Mental Illness,Visit Setting Unspecified,2.16.840.1.113883.3.464.1004.1493
FUM,Follow-Up After Emergency Department Visit for Mental Illness,White Detailed Race,2.16.840.1.113883.3.464.1004.2370
GSD,Glycemic Status Assessment for Patients With Diabetes,Advanced Illness,2.16.840.1.113883.3.464.1004.1465
GSD,Glycemic Status Assessment for Patients With Diabetes,American Indian or Alaska Native Detailed Race,2.16.840.1.113883.3.464.1004.2365
GSD,Glycemic Status Assessment for Patients With Diabetes,Asian Detailed Race,2.16.840.1.113883.3.464.1004.2366
GSD,Glycemic Status Assessment for Patients With Diabetes,Black or African American Detailed Race,2.16.840.1.113883.3.464.1004.2367
GSD,Glycemic Status Assessment for Patients With Diabetes,CPT CAT II Modifier,2.16.840.1.113883.3.464.1004.1464
GSD,Glycemic Status Assessment for Patients With Diabetes,Diabetes,2.16.840.1.113883.3.464.1004.1077
GSD,Glycemic Status Assessment for Patients With Diabetes,Frailty Device,2.16.840.1.113883.3.464.1004.1530
GSD,Glycemic Status Assessment for Patients With Diabetes,Frailty Diagnosis,2.16.840.1.113883.3.464.1004.1531
GSD,Glycemic Status Assessment for Patients With Diabetes,Frailty Encounter,2.16.840.1.113883.3.464.1004.1532
GSD,Glycemic Status Assessment for Patients With Diabetes,Frailty Symptom,2.16.840.1.113883.3.464.1004.1533
GSD,Glycemic Status Assessment for Patients With Diabetes,HbA1c Lab Test,2.16.840.1.113883.3.464.1004.1755
GSD,Glycemic Status Assessment for Patients With Diabetes,HbA1c Level Greater Than or Equal To 8.0,2.16.840.1.113883.3.464.1004.2461
GSD,Glycemic Status Assessment for Patients With Diabetes,HbA1c Level Less Than 8.0,2.16.840.1.113883.3.464.1004.2460
GSD,Glycemic Status Assessment for Patients With Diabetes,HbA1c Level Less Than or Equal To 9.0,2.16.840.1.113883.3.464.1004.2462
GSD,Glycemic Status Assessment for Patients With Diabetes,HbA1c Test Result or Finding,2.16.840.1.113883.3.464.1004.1756
GSD,Glycemic Status Assessment for Patients With Diabetes,Hispanic or Latino Detailed Ethnicity,2.16.840.1.113883.3.464.1004.2368
GSD,Glycemic Status Assessment for Patients With Diabetes,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
GSD,Glycemic Status Assessment for Patients With Diabetes,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
GSD,Glycemic Status Assessment for Patients With Diabetes,Native Hawaiian or Other Pacific Islander Detailed Race,2.16.840.1.113883.3.464.1004.2369
GSD,Glycemic Status Assessment for Patients With Diabetes,Palliative Care Assessment,2.16.840.1.113883.3.464.1004.2225
GSD,Glycemic Status Assessment for Patients With Diabetes,Palliative Care Encounter,2.16.840.1.113883.3.464.1004.1450
GSD,Glycemic Status Assessment for Patients With Diabetes,Palliative Care Intervention,2.16.840.1.113883.3.464.1004.2224
GSD,Glycemic Status Assessment for Patients With Diabetes,White Detailed Race,2.16.840.1.113883.3.464.1004.2370
HDO,Use of Opioids at High Dosage,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
HDO,Use of Opioids at High Dosage,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
HDO,Use of Opioids at High Dosage,Malignant Neoplasms,2.16.840.1.113883.3.464.1004.1167
HDO,Use of Opioids at High Dosage,Palliative Care Assessment,2.16.840.1.113883.3.464.1004.2225
HDO,Use of Opioids at High Dosage,Palliative Care Encounter,2.16.840.1.113883.3.464.1004.1450
HDO,Use of Opioids at High Dosage,Palliative Care Intervention,2.16.840.1.113883.3.464.1004.2224
HDO,Use of Opioids at High Dosage,Sickle Cell Anemia and HB S Disease,2.16.840.1.113883.3.464.1004.1373
HFS,Hospitalizations Following Skilled Nursing Discharge,Acute Condition,2.16.840.1.113883.3.464.1004.1324
HFS,Hospitalizations Following Skilled Nursing Discharge,Bone Marrow Transplant,2.16.840.1.113883.3.464.1004.1325
HFS,Hospitalizations Following Skilled Nursing Discharge,Chemotherapy Encounter,2.16.840.1.113883.3.464.1004.1519
HFS,Hospitalizations Following Skilled Nursing Discharge,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
HFS,Hospitalizations Following Skilled Nursing Discharge,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
HFS,Hospitalizations Following Skilled Nursing Discharge,Inpatient Stay,2.16.840.1.113883.3.464.1004.1395
HFS,Hospitalizations Following Skilled Nursing Discharge,Introduction of Autologous Pancreatic Cells,2.16.840.1.113883.3.464.1004.1459
HFS,Hospitalizations Following Skilled Nursing Discharge,Kidney Transplant,2.16.840.1.113883.3.464.1004.1141
HFS,Hospitalizations Following Skilled Nursing Discharge,Nonacute Inpatient Stay,2.16.840.1.113883.3.464.1004.1398
HFS,Hospitalizations Following Skilled Nursing Discharge,Observation Stay,2.16.840.1.113883.3.464.1004.1461
HFS,Hospitalizations Following Skilled Nursing Discharge,Organ Transplant Other Than Kidney,2.16.840.1.113883.3.464.1004.1195
HFS,Hospitalizations Following Skilled Nursing Discharge,"Outpatient, ED, Telephone, Acute Inpatient and Nonacute Inpatient",2.16.840.1.113883.3.464.1004.2474
HFS,Hospitalizations Following Skilled Nursing Discharge,Perinatal Conditions,2.16.840.1.113883.3.464.1004.1209
HFS,Hospitalizations Following Skilled Nursing Discharge,Potentially Planned Post Acute Care Hospitalization,2.16.840.1.113883.3.464.1004.1496
HFS,Hospitalizations Following Skilled Nursing Discharge,Potentially Planned Procedures,2.16.840.1.113883.3.464.1004.1327
HFS,Hospitalizations Following Skilled Nursing Discharge,Pregnancy,2.16.840.1.113883.3.464.1004.1219
HFS,Hospitalizations Following Skilled Nursing Discharge,Rehabilitation,2.16.840.1.113883.3.464.1004.1328
HFS,Hospitalizations Following Skilled Nursing Discharge,Skilled Nursing Stay,2.16.840.1.113883.3.464.1004.1467
HPC,Hospitalization for Potentially Preventable Complications,Asthma Diagnosis,2.16.840.1.113883.3.464.1004.1358
HPC,Hospitalization for Potentially Preventable Complications,Bacterial Pneumonia,2.16.840.1.113883.3.464.1004.1359
HPC,Hospitalization for Potentially Preventable Complications,Cardiac Procedure,2.16.840.1.113883.3.464.1004.1361
HPC,Hospitalization for Potentially Preventable Complications,Cellulitis,2.16.840.1.113883.3.464.1004.1362
HPC,Hospitalization for Potentially Preventable Complications,COPD Diagnosis,2.16.840.1.113883.3.464.1004.1360
HPC,Hospitalization for Potentially Preventable Complications,Cystic Fibrosis and Respiratory System Anomalies,2.16.840.1.113883.3.464.1004.1363
HPC,Hospitalization for Potentially Preventable Complications,Diabetes Diagnosis,2.16.840.1.113883.3.464.1004.1364
HPC,Hospitalization for Potentially Preventable Complications,Diabetes Long Term Complications,2.16.840.1.113883.3.464.1004.1365
HPC,Hospitalization for Potentially Preventable Complications,Diabetes Short Term Complications,2.16.840.1.113883.3.464.1004.1366
HPC,Hospitalization for Potentially Preventable Complications,Dialysis,2.16.840.1.113883.3.464.1004.1367
HPC,Hospitalization for Potentially Preventable Complications,Heart Failure Diagnosis,2.16.840.1.113883.3.464.1004.1368
HPC,Hospitalization for Potentially Preventable Complications,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
